word,synonyms
κλήρωση,"['ειμαρμένη', 'γραφτό', 'αποστολή', 'ιερατείο', 'λαχνός', 'κληρονομιά', 'κλήρος', 'μερτικό', 'μερίδα', 'μερίδιο', 'μοιράδι', 'μοίρα', 'ριζικό', 'τύχη', 'προορισμός']"
θλίβομαι,"['αθυμώ', 'δυσθυμώ', 'κακοκαρδίζω', 'λυπάμαι', 'μελαγχολώ', 'μικροψυχώ']"
κλίμα,"['διαθέσιμος χρόνος', 'ευκαιρία', 'ατμόσφαιρα', 'εποχή', 'καιρός', 'κατάλληλος χρόνος', 'στιγμή', 'συνθήκες', 'άνεση', 'ωριμότητα', 'ζαμάνι', 'περιστάσεις', 'περίοδος', 'ώρα', 'χρονική περίοδος']"
κλίμακα,"['διαβάθμιση', 'σκαλοπάτια', 'σκάλα']"
κλίση,"['δοντόπονος', 'ερωτικό αίσθημα', 'ερωτική αγάπη', 'αφοσίωση', 'καρδιοφλόγισμα', 'καρδιοχτύπι', 'σεβντάς', 'έρως', 'έρωτας', 'έφεση', 'πονόδοντος', 'προσκόλληση', 'προσήλωση', 'ίμερος']"
θλίψη,"['καημός', 'λαχτάρα', 'λύπη', 'μεράκι', 'μαράζι', 'ντέρτι', 'σεβντάς', 'σαράκι', 'πόθος', 'πένθος']"
λογαριάζω,"['εκτιμώ', 'αναμετρώ', 'ευθυγραμμίζω', 'ισορροπώ', 'σταθμίζω', 'στοιχώ', 'ζυγιάζω', 'ζυγοσταθμώ', 'ζυγίζω', 'παρατάσσω']"
λογιάζω,"['διαλογίζομαι', 'διανοούμαι', 'αναλογίζομαι', 'ετοιμάζω', 'σκοπεύω', 'σκέπτομαι', 'συλλογιέμαι', 'συλλογίζομαι', 'στοχάζομαι', 'σχεδιάζω', 'προμελετώ', 'προτίθεμαι', 'προσχεδιάζω']"
λογομαχία,"['διαμάχη', 'διαπληκτισμός', 'αλληλοφάγωμα', 'διένεξη', 'καβγάς', 'μαλλιοτράβηγμα', 'μάλωμα', 'φιλονικία', 'τσακωμός', 'συμπλοκή', 'άρπαγμα', 'έριδα']"
λογάρι,"['αγαπητός', 'εκτενές λεξικό', 'Θησαυρός', 'μέγας πλούτος', 'ταμείο', 'τιμαλφή', 'χρήματα']"
λογίζομαι,"['απαρτίζω', 'αποτελώ', 'είμαι', 'θεωρούμαι', 'συναπαρτίζω', 'συναποτελώ', 'συνίσταμαι']"
κολακεύω,"['γλείφω', 'εξευτελίζομαι', 'ερπύζω', 'λιβανίζω', 'ταπεινώνομαι', 'σούρνομαι', 'σέρνομαι', 'έρπω', 'περισαίνω']"
κολασμένος,"['αδικητής', 'αμαρτωλός', 'ανήθικος', 'κριματισμένος', 'παραβάτης']"
κολεός,"['αγκαλιά', 'αγκάλη', 'αιδοίο', 'εσοχή', 'βάθος', 'κοιλότητα', 'κοίλωμα', 'κόλπος', 'κόλπωση', 'κόρφος', 'κύρτωμα', 'μυχός', 'στήθος', 'άνοιγμα', 'όρμος']"
κοιλαδερφός,"['αδελφός', 'ομογάλακτος', 'ομογάστριος', 'ομομήτριος', 'σύγγονος']"
κολιγιακός,"['ανταμικός', 'εταιρικός', 'κοινός', 'μαζικός', 'μισιακός', 'συνεταιρικός', 'συντροφικός', 'σωματειακός']"
κολλητά,"['εγγύς', 'δίπλα', 'κοντά', 'ολόκοντα', 'σιμά', 'πλησίον', 'πλάι']"
κολικιάζω,"['εκκλίνω', 'αλλάζω', 'αλλάζω κατεύθυνση', 'γυρίζω', 'κλωθογυρίζω', 'κουλουριάζω', 'στρέφω', 'στρίβω', 'συστρέφομαι', 'συστρέφω', 'υπαναχωρώ', 'περιστρέφω']"
κοιλιοδουλία,"['αδηφαγία', 'γαστριμαργία', 'πολυφαγία']"
κοκκινίζω,"['θερμαίνω', 'φλογίζω', 'ζεσταίνω', 'πυρακτώνω', 'πυρώνω']"
κοιλότητα,"['αγκαλιά', 'αγκάλη', 'αιδοίο', 'εσοχή', 'βάθος', 'κολεός', 'κοίλωμα', 'κόλπος', 'κόλπωση', 'κόρφος', 'κύρτωμα', 'μυχός', 'στήθος', 'άνοιγμα', 'όρμος']"
κοινοβιάτης,"['αναχωρητής', 'ερημίτης', 'αρνησίκοσμος', 'ασκητής', 'ησυχαστής', 'κελιώτης', 'καλόγερος', 'ιερομόναχος', 'λαυρίτης', 'μετοχάρης', 'μοναστής', 'μοναχός', 'ρασοφόρος', 'στυλίτης', 'όσιος']"
κοινολογώ,"['δηλοποιώ', 'δημοσιεύω', 'διαγγέλλω', 'διακηρύσσω', 'διακοινώνω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινοποιώ']"
κοινοποιώ,"['δηλοποιώ', 'δημοσιεύω', 'διαγγέλλω', 'διακηρύσσω', 'διακοινώνω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινολογώ']"
κοινοποίηση,"['αγγελία', 'δηλοποίηση', 'διακήρυξη', 'αναγγελία', 'ανακοίνωση', 'γνωστοποίηση', 'άγγελμα']"
κοινοπρακτώ,"['συναγωνίζομαι', 'συνεργάζομαι', 'συνεργώ', 'συμμάχομαι', 'συμπολεμώ', 'συμπολιτεύομαι', 'συμπράττω']"
κοκορεύομαι,"['επαίρομαι', 'επιστεγάζω', 'αποθαυμάζω', 'αψιδώνω', 'καμαρώνω', 'καυχιέμαι', 'κορδώνομαι', 'κυρτώνω', 'ναρκισσεύομαι', 'φουσκώνω', 'περηφανεύομαι', 'χαίρομαι']"
κολοσσιαίος,"['γιγαντιαίος', 'γιγάντιος', 'γίγαντας', 'θεριακωμένος', 'κυκλώπειος', 'μεγαλόσωμος', 'μέγιστος', 'τεράστιος', 'υπερμεγέθης', 'υπερφυσικός', 'ύψιστος', 'πελώριος']"
κολοσσός,"['γιγαντόσωμος', 'Γολιάθ', 'γίγαντας', 'τιτάνας', 'υπερφυσικός', 'υπεράνθρωπος']"
κοινωνός,"['κολίγας', 'ορτάκης', 'μέτοχος', 'συνεργός', 'συνέταιρος', 'σύντροφος', 'σέμπρος']"
κοινωνία,"['ανθρωπότητα', 'κοσμάκης', 'κόσμος', 'άνθρωποι']"
κοινός,"['ανταμικός', 'εταιρικός', 'κολιγιακός', 'μαζικός', 'μισιακός', 'συνεταιρικός', 'συντροφικός', 'σωματειακός']"
ιμιτασιόν,"['αναπαράσταση', 'αντιγραφή', 'αντίγραφο', 'απομίμημα', 'απομίμηση', 'κόπια', 'ξεσήκωμα', 'ξεπατίκωμα', 'ομοίωμα', 'παραποίηση']"
κοιτάζω,"['γιατρεύω', 'γιατροκομώ', 'ανορθώνω', 'εξυγιαίνω', 'καλλιεργώ', 'θεραπεύω', 'κουράρω', 'κάνω καλά', 'ξαρρωστώ', 'νοσηλεύω', 'φροντίζω', 'υπηρετώ', 'περιθάλπω', 'περιποιούμαι', 'προσέχω']"
κοιτάζω ολόγυρα,"['αγκαλιάζω', 'εγκολπώνομαι', 'εναγκαλίζομαι', 'ενστερνίζομαι', 'ασπάζομαι', 'κυκλώνω', 'σφίγγω στο στήθος μου', 'περιλαμπάζω', 'περικλαδώνω', 'περισκοπώ', 'περιζώνω', 'περιπτύσσομαι', 'προστατεύω']"
θολωτός,"['κουλουριασμένος', 'κυκλικός', 'κυκλοτερής', 'ολοστρούμπουλος', 'ολόγυρος', 'φεγγαροπρόσωπος', 'σφαιρικός', 'σφαιροειδής', 'σφαιρωτός', 'στρογγυλός', 'στρουμπουλός', 'περιφερικός', 'παχύς']"
κολίγας,"['κοινωνός', 'ορτάκης', 'μέτοχος', 'συνεργός', 'συνέταιρος', 'σύντροφος', 'σέμπρος']"
κομεντί,"['εξαπάτηση', 'θεατρικό έργο', 'καζούρα', 'κωμωδία', 'νίλα', 'φάρσα', 'υποκρισία', 'παιγνίδι']"
κονιορτός,"['κόνις', 'ξηρίο', 'σκονάκι', 'σκόνη', 'πούλβερη']"
κονιοποιώ,"['αλευροποιώ', 'αλέθω', 'μασώ', 'συνθλίβω', 'συντρίβω', 'χωνεύω']"
κομματιάζω,"['διαμελίζω', 'ασπαίρω', 'καταθλίβω', 'καταξεσχίζω', 'κατασπαράζω', 'κλαίω', 'οδύρομαι', 'σκίζω', 'σφαδάζω', 'σπαρταρώ', 'σπαράζω', 'πετσοκόβω', 'χτυπιέμαι']"
κομμουνιστής,"['αδέξιος', 'ανάζερβος', 'αριστεροχέρης', 'αριστερός', 'αριστερόχειρας', 'αριστερόχερος', 'επαναστατικός', 'επαρίστερος', 'κόκκινος', 'ριζοσπαστικός', 'ζερβοκουτάλας', 'ζερβοχέρης', 'ζερβός', 'προοδευτικός']"
λοξομάτης,"['αλλήθωρος', 'λοξόφθαλμος', 'στραβομάτης', 'ζαβομάτης', 'πλαγιομάτης', 'πλαγιόμματος']"
κομμάτι,"['απόσπασμα', 'κλάδος', 'μέρος', 'τεμάχιο', 'τμήμα', 'τμήμα στρατού', 'τμήμα χωροφυλακής', 'περίπολος', 'χωρίο']"
κοντοβασίλεμα,"['δειλινό', 'δείλι', 'απομεσήμερο', 'απόγεμα', 'απόγευμα', 'απόγιομα', 'μερέντι', 'πρόδειπνο']"
κοντράστο,"['διαφορά', 'εναντιολογία', 'εναντιότητα', 'εναντίωση', 'αντιγνωμία', 'αντινομία', 'αντιφατικότητα', 'αντιπαράθεση', 'αντίβαλμα', 'αντίθεση', 'αντίφαση', 'αντίπραξη', 'ασυμφωνία']"
κοντά,"['εγγύς', 'δίπλα', 'κολλητά', 'ολόκοντα', 'σιμά', 'πλησίον', 'πλάι']"
κονάκι,"['γιατάκι', 'δραγασιά', 'δραγάτα', 'καλαμόσπιτο', 'καλιά', 'καλύβα', 'ξυλόσπιτο', 'τσαρδάκι', 'φτωχικό', 'φτωχόσπιτο', 'παράγκα', 'παράπηγμα', 'χαμοκέλα']"
λοξός,"['εσφαλμένος', 'λανθασμένος', 'καμπουρωτός', 'καμπύλος', 'λυγισμένος', 'κυρτωμένος', 'κυρτός', 'λάθος', 'σκεβρός', 'στρεβλωμένος', 'στρεβλός', 'στραβωμένος', 'στραβός', 'τυφλός', 'ζαβωμένος']"
λοξόφθαλμος,"['αλλήθωρος', 'λοξομάτης', 'στραβομάτης', 'ζαβομάτης', 'πλαγιομάτης', 'πλαγιόμματος']"
κομπανία,"['αλληλουχία', 'ακολουθία', 'ειρμός', 'δορυφόροι', 'επακόλουθο', 'αποτέλεσμα', 'απόρροια', 'κουστωδία', 'συνοδεία', 'συντροφιά', 'συνέπεια', 'παρακολούθημα', 'παρεπόμενο', 'παρέα', 'πομπή']"
κομπασμός,"['ακαταδεξία', 'αλαζονεία', 'καμάρωμα', 'κόρδωμα', 'μεγαλαυχία', 'ξιπασιά', 'οίηση', 'φούσκωμα', 'υπεροψία', 'έπαρση', 'πόζα', 'ψευτοπερηφάνια']"
κομπαστής,"['αλαζόνας', 'καυχησιάρης', 'κορδωμένος', 'ματαιόφρονος', 'οιηματίας', 'ξιπασμένος', 'φαντασμένος', 'φουσκωμένος', 'υπερφίαλος', 'υπερόπτης', 'παγόνι', 'παινεσιάρης', 'περήφανος', 'ψηλομύτης', 'ψωροπερήφανος']"
κομπλιμενταδόρος,"['εγκωμιαστής', 'γαλίφης', 'γλείφτης', 'λιβανιστής', 'κομπλιμεντόζος', 'κόλακας', 'θωπευτής', 'μαλαγάνας', 'τεμενατζής', 'πλανευτής', 'πλάνος', 'χρυσαλοιφή']"
κομπλιμεντόζος,"['εγκωμιαστής', 'γαλίφης', 'γλείφτης', 'λιβανιστής', 'κομπλιμενταδόρος', 'κόλακας', 'θωπευτής', 'μαλαγάνας', 'τεμενατζής', 'πλανευτής', 'πλάνος', 'χρυσαλοιφή']"
κομπογιαννίτης,"['αγύρτης', 'απατεώνας', 'επαίτης', 'κατεργάρης', 'τσαρλατάνος', 'ζητιάνος']"
κομπίνα,"['διαβολιά', 'εφεύρημα', 'δόλος', 'επινόημα', 'κόλπο', 'μανούβρα', 'μαϊτάπι', 'μάκενα', 'μπλόφα', 'σκάρωμα', 'τρυκ', 'φτιάξη', 'στρατήγημα', 'τέχνασμα', 'τέχνη']"
κομψογράφος,['καλλιγράφος']
κορακίστικος,"['αδιανόητος', 'αλαμπουρνέζικος', 'ακαταλαβίστικος', 'ακατανόητος', 'ακατάληπτος', 'ανεξήγητος', 'ανερμήνευτος', 'γριφώδης', 'δυσεξήγητος', 'ασύλληπτος', 'ιερογλυφικός', 'μυστηριώδης', 'σιβυλλικός', 'σκοτεινός', 'πολύπλοκος']"
κορδωμένος,"['αλαζόνας', 'καυχησιάρης', 'κομπαστής', 'ματαιόφρονος', 'οιηματίας', 'ξιπασμένος', 'φαντασμένος', 'φουσκωμένος', 'υπερφίαλος', 'υπερόπτης', 'παγόνι', 'παινεσιάρης', 'περήφανος', 'ψηλομύτης', 'ψωροπερήφανος']"
κορδωτός,"['αγέρωχος', 'ακατάδεχτος', 'καμαρωτός', 'ξιπασμένος', 'υπερόπτης', 'ψηλομύτης']"
κορδώνομαι,"['επαίρομαι', 'επιστεγάζω', 'αποθαυμάζω', 'αψιδώνω', 'καμαρώνω', 'καυχιέμαι', 'κοκορεύομαι', 'κυρτώνω', 'ναρκισσεύομαι', 'φουσκώνω', 'περηφανεύομαι', 'χαίρομαι']"
κορμοστασιά,"['ανάστημα', 'ηθικό έρεισμα', 'μπόι', 'ύψος']"
κοροϊδεύω,"['γελώ δυνατά', 'ειρωνεύομαι', 'αναγελώ', 'εμπαίζω', 'καγχάζω', 'σαρκάζω', 'σκώπτω', 'πειράζω', 'περιγελώ', 'περιπαίζω', 'χαχανίζω', 'χλευάζω']"
κοροϊδία,"['ειρωνεία', 'αναγέλασμα', 'ανάμπαιγμα', 'εμπαιγμός', 'σαρκασμός', 'περιγέλασμα', 'περίπαιγμα', 'χλεύη']"
κοροϊδίστικα,"['αδαπάνως', 'αδιαφόρετα', 'ανέξοδα', 'ανώφελα', 'δωρεάν', 'μισοτιμής', 'φτηνά', 'τζάμπα', 'άσκοπα', 'παρασιτικά', 'πάμφθηνα', 'χαράμι', 'χάρισμα']"
κοράσι,"['δούλα', 'βάγια', 'επακόλουθο', 'κοπελιά', 'θυγατέρα', 'κόρη', 'τσούπα', 'τσούπρα', 'υπηρέτρια', 'ψυχοκόρη']"
κορίτσι,"['θηλυκό', 'κόρη', 'έξυπνη γυναίκα']"
κουβαλιέμαι,"['ενσκήπτω', 'αριβάρω', 'αφικνούμαι', 'επισκήπτω', 'επέρχομαι', 'φτάνω', 'έρχομαι', 'προσέρχομαι', 'προέρχομαι']"
κουβεντιάζω,"['διαπραγματεύομαι', 'συνδιαλέγομαι', 'συνδιασκέπτομαι', 'συνομιλώ', 'συσκέπτομαι', 'συζητώ']"
κουβέντα,"['διάλογος', 'κουβέντα colloquial', 'συνομιλία', 'συζήτηση']"
κουλουριασμένος,"['θολωτός', 'κυκλικός', 'κυκλοτερής', 'ολοστρούμπουλος', 'ολόγυρος', 'φεγγαροπρόσωπος', 'σφαιρικός', 'σφαιροειδής', 'σφαιρωτός', 'στρογγυλός', 'στρουμπουλός', 'περιφερικός', 'παχύς']"
κουλουριάζω,"['εκκλίνω', 'αλλάζω', 'αλλάζω κατεύθυνση', 'γυρίζω', 'κλωθογυρίζω', 'κολικιάζω', 'στρέφω', 'στρίβω', 'συστρέφομαι', 'συστρέφω', 'υπαναχωρώ', 'περιστρέφω']"
κουλούρα,"['δακτύλιος', 'γύρος', 'κρίκος', 'κύκλος', 'ρόδα', 'στεφάνι', 'τσέρκι', 'περιφέρεια', 'περίγραμμα', 'περίμετρος']"
κοσμοαγάπητος,"['ελκυστικός', 'γλυκοαίματος', 'γλυκούλης', 'γλυκός', 'αξιαγάπητος', 'λαοφιλής', 'νοστιμούλης', 'συμπαθητικός', 'συμπαθής']"
κοσμοναύτης,"['διαστημάνθρωπος', 'αστροναύτης']"
κοσμοσυρροή,"['διαγκωνισμός', 'ανθρωποθάλασσα', 'ανθρωπομάνι', 'κοσμοπλημμύρα', 'μερμήγκια', 'συμφόρηση', 'συνωστισμός', 'συνώθηση', 'στριμωξίδι', 'στρίμωγμα', 'ζούλα', 'πλακωσιά']"
κοσμοπλημμύρα,"['διαγκωνισμός', 'ανθρωποθάλασσα', 'ανθρωπομάνι', 'κοσμοσυρροή', 'μερμήγκια', 'συμφόρηση', 'συνωστισμός', 'συνώθηση', 'στριμωξίδι', 'στρίμωγμα', 'ζούλα', 'πλακωσιά']"
κουνάβι,"['εξυπνότατος', 'ευφυής', 'ατσίδας', 'ικανότατος', 'μουστέλα', 'πανούργος', 'πονηρός']"
κοσμάκης,"['ανθρωπότητα', 'κοινωνία', 'κόσμος', 'άνθρωποι']"
κουμπούρας,"['αγράμματος', 'αδίδαχτος', 'ακατάρτιστος', 'αναλφάβητος', 'αμαθής', 'αμόρφωτος', 'απελέκητος', 'κούτσουρο', 'ξόανο']"
κουμπάρος,"['εγγυητής', 'ανάδοχος', 'ονοματοθέτης', 'νουνός', 'σύντεκνος']"
κοσμώ,"['αγλαΐζω', 'διακοσμώ', 'ανθρωπεύω', 'εξωραΐζω', 'ευπρεπίζω', 'καλλωπίζω', 'καλλύνω', 'νοικοκυρεύω', 'ομορφαίνω', 'σιάχνομαι', 'συγυρίζω', 'φτιασιδώνω', 'φτιάχνομαι', 'στολίζω', 'συμμαζεύω']"
κουνώ,"['αναδεύω', 'αναγυρίζω', 'ανακατεύω', 'ανακινώ', 'αναταράζω', 'ανασκαλεύω', 'ταράζω', 'συδαυλίζω']"
κουνώ δυνατά,"['γκρεμίζω', 'ανατινάζω', 'δονώ', 'καταρρίπτω', 'κουνώ βίαια', 'κραδαίνω', 'ρίχνω κάτω', 'σαλεύω', 'ταρακουνώ', 'σείω', 'τραντάζω', 'συγκλονίζω', 'συνταράσσω', 'συνταράζω']"
κουνώ βίαια,"['γκρεμίζω', 'ανατινάζω', 'δονώ', 'καταρρίπτω', 'κουνώ δυνατά', 'κραδαίνω', 'ρίχνω κάτω', 'σαλεύω', 'ταρακουνώ', 'σείω', 'τραντάζω', 'συγκλονίζω', 'συνταράσσω', 'συνταράζω']"
κουραμάνα,"['επιούσιος', 'λαγάνα', 'καρβέλι', 'φραντζόλα', 'άρτος', 'ψωμί']"
κουραστικός,"['βαρετός', 'ανιαρός', 'ενοχλητικός', 'δυσάρεστος', 'αποκοιμιστικός', 'μονότονος', 'ρουτινιάρικος', 'φορτικός', 'πληκτικός']"
κουρνιάζω,"['εδρεύω', 'διαβιώ', 'διαμένω', 'ενδιαιτώμαι', 'ενοικώ', 'κατοικώ', 'λημεριάζω', 'μένω', 'φωλιάζω', 'ζω']"
κουροφέξαλα,"['αερολογήματα', 'ανοησίες', 'αρλούμπες', 'κουταμάρες', 'σαχλαμάρες']"
κουράγιο,"['αδειλία', 'αντρειοσύνη', 'αντρεία', 'αφοβία', 'αυτοπεποίθηση', 'αποφασιστικότητα', 'ηθικό', 'θάρρος', 'οικειότητα', 'σθεναρότητα', 'σθένος', 'τόλμη', 'παρρησία']"
κουράρω,"['γιατρεύω', 'γιατροκομώ', 'ανορθώνω', 'εξυγιαίνω', 'καλλιεργώ', 'θεραπεύω', 'κοιτάζω', 'κάνω καλά', 'ξαρρωστώ', 'νοσηλεύω', 'φροντίζω', 'υπηρετώ', 'περιθάλπω', 'περιποιούμαι', 'προσέχω']"
λουρίδα,"['κινηματογραφικό έργο', 'ταινία']"
κουταμάρες,"['αερολογήματα', 'ανοησίες', 'αρλούμπες', 'κουροφέξαλα', 'σαχλαμάρες']"
κοστιστικός,"['δαπανηρός', 'ακριβός', 'εξηνταβελόνης', 'αρμυρός', 'απροσπέλαστος', 'απρόσιτος', 'καρμίρης', 'φαρμακείο', 'φιλάργυρος', 'τσιγκούνης', 'σφιχτοχέρης', 'τσουχτερός', 'φωτιά', 'πολυδάπανος', 'πολυέξοδος']"
κουσούρι,"['ελαττωματικότητα', 'ελάττωμα', 'ανεπάρκεια', 'ατέλεια', 'μειονέκτημα', 'τρωτό', 'έλλειψη']"
κουτούτσικος,"['αγαθιάρης', 'ευκολόπιστος', 'απλοϊκός', 'απονήρευτος', 'χαζούλης']"
κουτρουβαλώ,"['βαθαίνω', 'αγωνίζομαι', 'βουλιάζω', 'κατεβαίνω', 'κατηφορίζω', 'κατρακυλώ', 'κατέρχομαι', 'ξεπεζεύω', 'ροβολώ', 'πεζεύω', 'προσγειώνομαι', 'προσθαλασσώνομαι', 'προσσεληνώνομαι', 'πέφτω', 'χαμηλώνω']"
κουτσομπολεύω,"['διαβάλλω', 'διασύρω', 'γλωσσοτρώγω', 'δυσφημώ', 'κακογλωσσεύω', 'κακολογώ', 'κακίζω', 'καταλαλώ', 'κατηγορώ', 'καυτηριάζω', 'μέμφομαι', 'σουσουρεύω', 'στηλιτεύω', 'συκοφαντώ', 'ψέγω']"
κουστούμι,"['ενδυμασία', 'ρούχο', 'φόρεμα', 'ένδυμα', 'περίβλημα']"
λουστραρισμένος,"['ακτινοβόλος', 'γυαλιστερός', 'αστραφτερός', 'απαστράπτων', 'λαμπρός', 'λείος', 'λουστραριστός', 'στιλπνός', 'στίλβων']"
λουστραριστός,"['ακτινοβόλος', 'γυαλιστερός', 'αστραφτερός', 'απαστράπτων', 'λαμπρός', 'λείος', 'λουστραρισμένος', 'στιλπνός', 'στίλβων']"
κουστωδία,"['αλληλουχία', 'ακολουθία', 'ειρμός', 'δορυφόροι', 'επακόλουθο', 'αποτέλεσμα', 'απόρροια', 'κομπανία', 'συνοδεία', 'συντροφιά', 'συνέπεια', 'παρακολούθημα', 'παρεπόμενο', 'παρέα', 'πομπή']"
κουφάρι,"['αδύνατος', 'απομεινάρι', 'κόκαλα', 'οστά', 'σκελετωμένος', 'σκελετός', 'σκέλεθρο', 'περίβλημα']"
κουπόνι,"['απόκομμα', 'απόσπασμα', 'κλασματικός αριθμός', 'κλάσμα', 'κομμάτι', 'θραύσμα', 'μερίδα', 'μερίδιο', 'μέρος', 'τεμάχιο', 'τμήμα', 'σύντριμμα', 'φέτα', 'ποσοστό']"
κούκλος,"['γοητευτικός', 'όμορφος', 'ωραίος']"
κούνημα,"['αιώρηση', 'μετεώρισμα', 'ταλάντευση', 'τραμπάλισμα']"
κούρσα,"['αμάξι', 'αυτοκίνητο', 'τροχοφόρο', 'όχημα']"
κούφιος,"['αγρίκητος', 'ανάκουστος', 'ανήκουστος', 'ασυνήθιστος', 'απίστευτος', 'καινότροπος', 'καταπληκτικός', 'κλεφτός', 'μοναδικός', 'τερατώδης', 'σιγαλός', 'σιγανός', 'πρωτοφανής', 'πρωτάκουστος', 'πρωτότυπος']"
λούσο,"['γιορντάνι', 'κεντίδι', 'κόσμημα', 'ξόμπλι', 'μπιζού', 'μπιχλιμπίδι', 'φιοριτούρα', 'τσαπράζια', 'στολίδι', 'στόλισμα', 'στόρισμα', 'πλουμί', 'πλουμίδι', 'πλούμισμα', 'ποίκιλμα']"
κούτσουρο,"['αγράμματος', 'αδίδαχτος', 'ακατάρτιστος', 'αναλφάβητος', 'αμαθής', 'αμόρφωτος', 'απελέκητος', 'κουμπούρας', 'ξόανο']"
κοπαδιαστά,"['αγεληδόν', 'αθρόα', 'σωρηδόν']"
κοπελιά,"['δούλα', 'βάγια', 'επακόλουθο', 'κοράσι', 'θυγατέρα', 'κόρη', 'τσούπα', 'τσούπρα', 'υπηρέτρια', 'ψυχοκόρη']"
κοπιάρω,"['αντιγράφω', 'απομιμούμαι', 'καθαρογράφω', 'μεταγράφω', 'ξεσηκώνω', 'ξεπατικώνω', 'μιμούμαι']"
κοπιάζω,"['αγωνίζομαι', 'αυτοκτονώ', 'αυτοχειριάζομαι', 'κατακουράζομαι', 'θυσιάζομαι', 'σκοτώνομαι', 'σκίζομαι', 'φονεύομαι', 'υποφέρω', 'πεθαίνω', 'πασκίζω']"
κοπριά,['λίπασμα']
κοπρόσκυλο,"['ακάματης', 'αργόσχολος', 'απρόκοφτος', 'κηφήνας', 'οκνηρός', 'ρεμπεσκές', 'ράθυμος', 'τεμπελχανάς', 'τεμπέλης', 'σκεμπές', 'σταυροχέρης', 'φυγόπονος']"
κοπή,"['αμοιβή', 'απογαλακτισμός', 'απογαλουχισμός', 'αποθηλασμός', 'αποκοπή', 'αποχώρηση', 'απότμηση', 'κόψιμο', 'παράλειψη γραμμάτων']"
κοίλωμα,"['αγκαλιά', 'αγκάλη', 'αιδοίο', 'εσοχή', 'βάθος', 'κολεός', 'κοιλότητα', 'κόλπος', 'κόλπωση', 'κόρφος', 'κύρτωμα', 'μυχός', 'στήθος', 'άνοιγμα', 'όρμος']"
κοίτασμα,"['επικάλυψη', 'επίστρωση', 'κατακάθισμα', 'στρωμνή', 'στρώμα', 'στρώση', 'ζώνη γης', 'ζώνη θάλασσας', 'πέτρωμα', 'ίζημα']"
κοχλίας,"['μέρος αυτιού', 'σαλιγκάρι', 'σπειροειδής γραμμή', 'σπείρα', 'έλικας', 'προπέλα']"
κρεβατωμένος,"['αναγκεμένος', 'ανήμπορος', 'αρρωστιάρης', 'αρρωστιάρικος', 'κατάκοιτος', 'νοσών', 'άρρωστος', 'ζαμπούνης', 'παθιασμένος']"
κραδαίνω,"['γκρεμίζω', 'ανατινάζω', 'δονώ', 'καταρρίπτω', 'κουνώ δυνατά', 'κουνώ βίαια', 'ρίχνω κάτω', 'σαλεύω', 'ταρακουνώ', 'σείω', 'τραντάζω', 'συγκλονίζω', 'συνταράσσω', 'συνταράζω']"
κρεμάλα,"['αγχόνη', 'βρόχος', 'απαγχονισμός', 'φούρκα', 'φούρκισμα']"
κραταιός,"['γερός', 'ανθεκτικός', 'δυνατός', 'ατσαλένιος', 'ατσάλινος', 'σθεναρός', 'σκληρός', 'χαλύβδινος']"
κραυγάζω,"['αναβοώ', 'αναφωνώ', 'βροντοφωνάζω', 'κράζω', 'ξεφωνίζω', 'ουρλιάζω', 'σκούζω', 'τσιρίζω', 'φωνασκώ', 'φωνάζω', 'ζητωκραυγάζω', 'χουγιάζω']"
κρατητά,"['βαθμηδόν', 'βαθμιαία', 'αγάλια', 'αβίαστα', 'εκπρόθεσμα', 'βραδέως', 'αργά', 'λίγολίγο', 'σιγανά', 'το βράδυ', 'σταδιακά', 'άνετα', 'πάρωρα', 'ήρεμα', 'ήσυχα']"
κρατιέμαι,['συγκρατούμαι']
κρασοβόλι,"['αμπάρι', 'ανήλιο', 'αποθήκη', 'κελάρι']"
κρασοκανάτας,"['μεθοκόπος', 'μέθυσος', 'μπεκροκανάτας', 'μπεκρούλιακας', 'μπεκρόμουτρο', 'μπεκρής', 'μπέκρος', 'ταβερνογυριστής']"
κρατούμενος,"['εγκάθειρκτος', 'δεσμώτης', 'δέσμιος', 'καταδικασμένος', 'κατάδικος', 'φυλακισμένος', 'έγκλειστος']"
θρασυδειλία,"['αγαμία', 'δειλία', 'ανανδρία', 'ανικανότητα', 'ατολμία', 'αψυχιά', 'λιγοψυχιά', 'κιότεμα', 'μικροψυχία']"
θρασύς,"['αλαζόνας', 'αθυρόστομος', 'ανευλαβής', 'ασεβής', 'αυθάδης', 'ιταμός', 'υπεροπτικός', 'υπερφίαλος', 'υπερόπτης', 'προπετής']"
θρασύτητα,"['αδιακρισία', 'γαϊδουριά', 'αγένεια', 'αναγωγία', 'απρέπεια', 'χοντροκοπιά', 'χυδαιότητα', 'χωριατιά']"
κρατώ,"['ανακόπτω', 'αναστέλλω', 'αναχαιτίζω', 'εμποδίζω', 'επιβραδύνω', 'συγκρατώ', 'σταματώ', 'συνέχω', 'παρεμποδίζω', 'χαλιναγωγώ']"
